amounts,Delivery channel1,Delivery channel2,Income Group labels,Number of Records,Continent label,amounts (copy),Category,Commitments,Continent,Cur Commit,Cur Disburse,Disbursements,Donor,Donor Name,Donor Type,Flow Type,Income Group,Recipient,Recipient Type2,Recipient Type,Region,Sub Category,Td Category,Td Type,Year Index
,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,0.009885,0.009885,WFP,Other multilateral donors,03_Multilateral,Grants,LDCs,Guinea,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity,,2013
,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,0.048107,0.048107,WFP,Other multilateral donors,03_Multilateral,Grants,LDCs,Zambia,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity,,2013
5.996,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,5.996,Africa,5.996,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Djibouti,Bilateral,01_Bilateral,South of Sahara,Fishing,Building Productive Capacity,,2013
0.15,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,0.15,Africa,0.15,0.05,0.05,OFID,OFID,03_Multilateral,Grants,LDCs,Zambia,Bilateral,01_Bilateral,South of Sahara,Fishing,Building Productive Capacity,,2013
8.523148,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,8.523148,Africa,8.523148,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Mali,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity,,2013
0.556,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,0.556,Africa,0.556,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Rwanda,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity,,2013
0.6,06_Unreported,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,0.6,Africa,0.6,0.3,0.3,OFID,OFID,03_Multilateral,Grants,LDCs,Ethiopia,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity,,2013
5.463984,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,5.463984,Asia,5.463984,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Lao People's Democratic Republic,Bilateral,01_Bilateral,Far East Asia,Agriculture,Building Productive Capacity,,2013
,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,,Asia,,0.098691,0.098691,WFP,Other multilateral donors,03_Multilateral,Grants,LDCs,Lao People's Democratic Republic,Bilateral,01_Bilateral,Far East Asia,Agriculture,Building Productive Capacity,,2013
2.211433,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,2.211433,Asia,2.211433,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Lao People's Democratic Republic,Bilateral,01_Bilateral,Far East Asia,Industry,Building Productive Capacity,,2013
15.747122,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,15.747122,Asia,15.747122,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Yemen,Bilateral,01_Bilateral,Middle East,Agriculture,Building Productive Capacity,,2013
3.691578,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,3.691578,Asia,3.691578,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Yemen,Bilateral,01_Bilateral,Middle East,Industry,Building Productive Capacity,,2013
5.999537,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,5.999537,Asia,5.999537,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Afghanistan,Bilateral,01_Bilateral,South & Central Asia,Agriculture,Building Productive Capacity,,2013
4.263887,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,4.263887,Asia,4.263887,,,IFAD,IFAD,03_Multilateral,Grants,LDCs,Bangladesh,Bilateral,01_Bilateral,South & Central Asia,Agriculture,Building Productive Capacity,,2013
,06_Unreported,UNREPORTED,Least developed countries,1,Asia,Blue,Building Productive Capacity,,Asia,,0.2,0.2,OFID,OFID,03_Multilateral,Grants,LDCs,Nepal,Bilateral,01_Bilateral,South & Central Asia,Agriculture,Building Productive Capacity,,2013
0,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.229009559,0.229009559,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Sao Tome and Principe,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.663834307,0.663834307,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Uganda,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.917020712,0.917020712,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Burkina Faso,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.314670738,0.314670738,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Central African Republic,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.366569304,0.366569304,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Niger,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.271707382,0.271707382,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Rwanda,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.119490175,0.119490175,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Sao Tome and Principe,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.022411046,0.022411046,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Sierra Leone,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,2.053246582,2.053246582,IDA,World Bank,03_Multilateral,Grants,LDCs,Benin,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,0.135498047,0.135498047,IDA,World Bank,03_Multilateral,Grants,LDCs,Burkina Faso,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,4.561784707,4.561784707,IDA,World Bank,03_Multilateral,Grants,LDCs,Burundi,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
2.63,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,2.63,Africa,2.63,0.053656288,0.053656288,IDA,World Bank,03_Multilateral,Grants,LDCs,Comoros,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,3.487030762,3.487030762,IDA,World Bank,03_Multilateral,Grants,LDCs,Democratic Republic of the Congo,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,1.199485107,1.199485107,IDA,World Bank,03_Multilateral,Grants,LDCs,Gambia,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
5,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,5,Africa,5,,,IDA,World Bank,03_Multilateral,Grants,LDCs,Guinea,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
4,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,4,Africa,4,4.808335144,4.808335144,IDA,World Bank,03_Multilateral,Grants,LDCs,Lesotho,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
8.5,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,8.5,Africa,8.5,8.592858398,8.592858398,IDA,World Bank,03_Multilateral,Grants,LDCs,Malawi,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,0.299231995,0.299231995,IDA,World Bank,03_Multilateral,Grants,LDCs,Togo,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.319861922,0.319861922,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Malawi,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.495685077,0.495685077,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Chad,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.015254912,0.015254912,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Uganda,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity with TD,Principal objective,2013
14.8,01_Public sector institution,Recipient Government,Least developed countries,1,America,Blue,Building Productive Capacity,14.8,America,14.8,2.751146179,2.751146179,IDA,World Bank,03_Multilateral,Grants,LDCs,Haiti,Bilateral,01_Bilateral,North & Central America,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Asia,Blue,Building Productive Capacity,,Asia,,0.094283463,0.094283463,IDA,World Bank,03_Multilateral,Grants,LDCs,Lao People's Democratic Republic,Bilateral,01_Bilateral,Far East Asia,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
1.3,01_Public sector institution,Recipient Government,Least developed countries,1,Oceania,Blue,Building Productive Capacity,1.3,Oceania,1.3,,,IDA,World Bank,03_Multilateral,Grants,LDCs,Kiribati,Bilateral,01_Bilateral,Oceania,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.1840547,0.1840547,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Madagascar,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.164723845,0.164723845,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Mozambique,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.533497079,0.533497079,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Liberia,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,NATIONAL NGOs,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.591569304,1.591569304,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Tanzania,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.328505045,0.328505045,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Madagascar,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.021866702,0.021866702,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Guinea-Bissau,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Least developed countries,1,Asia,Blue,Building Productive Capacity,0,Asia,0,0.028757302,0.028757302,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Nepal,Bilateral,01_Bilateral,South & Central Asia,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Least developed countries,1,Oceania,Blue,Building Productive Capacity,0,Oceania,0,0.107912905,0.107912905,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Solomon Islands,Bilateral,01_Bilateral,Oceania,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,04_Multilateral organisations,MULTILATERAL INSTITUTIONS,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.398300584,0.398300584,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Rwanda,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,04_Multilateral organisations,"UNITED NATIONS AGENCIES, FUNDS AND COMMISSIONS",Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,2.026792353,2.026792353,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Mozambique,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.560262878,0.560262878,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Democratic Republic of the Congo,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.026526819,0.026526819,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Mozambique,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.169251195,0.169251195,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Niger,Bilateral,01_Bilateral,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.010568242,0.010568242,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Eritrea,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.212201275,0.212201275,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Guinea-Bissau,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.037798725,0.037798725,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Uganda,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.010608072,0.010608072,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Sierra Leone,Bilateral,01_Bilateral,South of Sahara,Fishing,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Asia,Blue,Building Productive Capacity,0,Asia,0,0.093162507,0.093162507,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Bangladesh,Bilateral,01_Bilateral,South & Central Asia,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Least developed countries,1,Asia,Blue,Building Productive Capacity,0,Asia,0,2.06574615,2.06574615,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Bangladesh,Bilateral,01_Bilateral,South & Central Asia,Industry,Building Productive Capacity with TD,Principal objective,2013
0,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.010594796,0.010594796,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Malawi,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.08645778,0.08645778,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Burundi,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.394131705,0.394131705,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Chad,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.712904939,1.712904939,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Ethiopia,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.028412108,0.028412108,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Madagascar,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,4.886325013,4.886325013,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Mali,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.065679766,0.065679766,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Rwanda,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.013316516,0.013316516,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Tanzania,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.138674987,0.138674987,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Zambia,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,2.257535889,2.257535889,IDA,World Bank,03_Multilateral,Grants,LDCs,Benin,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
5.5,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,5.5,Africa,5.5,1.95316803,1.95316803,IDA,World Bank,03_Multilateral,Grants,LDCs,Burkina Faso,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
38.5,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,38.5,Africa,38.5,0.184136406,0.184136406,IDA,World Bank,03_Multilateral,Grants,LDCs,Democratic Republic of the Congo,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,1.684977051,1.684977051,IDA,World Bank,03_Multilateral,Grants,LDCs,Gambia,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,0.01950256,0.01950256,IDA,World Bank,03_Multilateral,Grants,LDCs,Guinea,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,2.546893066,2.546893066,IDA,World Bank,03_Multilateral,Grants,LDCs,Mauritania,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,9.212829979,9.212829979,IDA,World Bank,03_Multilateral,Grants,LDCs,Sierra Leone,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Least developed countries,1,Africa,Blue,Building Productive Capacity,,Africa,,3.285241943,3.285241943,IDA,World Bank,03_Multilateral,Grants,LDCs,Togo,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.884864578,0.884864578,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Democratic Republic of the Congo,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,UNREPORTED,Least developed countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.045963887,0.045963887,EU Institutions,EU Institutions,03_Multilateral,Grants,LDCs,Sao Tome and Principe,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
